shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered_Date,delay_days
SHO0095,DHL,05/29/2024,In Transit,Hyderabad,Pune,34.42,NULL,NULL,NULL
SHO0096,BLUEDART,11/26/2024,Accepted,Chennai,Bangalore,483.16,11/30/2024,NULL,NULL
SHO0098,BLUEDART,11/25/2024,Pending,Bangalore,Hyderabad,195.86,11/28/2024,NULL,NULL
SHO0099,DHL,03/25/2025,Pending,Bangalore,Mumbai,223.19,03/28/2025,NULL,NULL
SHO0100,FEDEX,04/06/2024,Pending,Pune,Mumbai,313.46,NULL,NULL,NULL
SHO0101,FEDEX,05/12/2024,Pending,Delhi,Chennai,331.12,NULL,NULL,NULL
SHO0102,BLUEDART,10/23/2025,Delivered,Chennai,Pune,165.58,10/27/2025,10/25/2025,0
SHO0103,FEDEX,02/28/2026,Pending,Pune,Bangalore,404.37,NULL,NULL,NULL
SHO0104,BLUEDART,02/14/2024,In Transit,Hyderabad,Chennai,131.29,02/21/2024,NULL,NULL
SHO0105,FEDEX,11/25/2025,Pending,Hyderabad,Mumbai,490.98,11/30/2025,NULL,NULL
SHO0107,FEDEX,04/16/2026,Pending,Pune,Delhi,433.09,04/18/2026,NULL,NULL
SHO0109,BLUEDART,03/09/2025,Delayed,Chennai,Bangalore,370.18,03/12/2025,03/17/2025,NULL
SHO0112,BLUEDART,03/01/2026,Pending,Bangalore,Pune,346.41,03/05/2026,NULL,NULL
SHO0119,DHL,12/21/2025,Pending,Delhi,Mumbai,44.45,NULL,NULL,NULL
SHO0122,BLUEDART,06/22/2025,In Transit,Bangalore,Mumbai,366.12,06/28/2025,NULL,NULL
SHO0123,BLUEDART,07/05/2024,Delivered,Bangalore,Chennai,480.43,10/07/2024,07/08/2024,0
SHO0127,DHL,01/21/2026,Accepted,Delhi,Mumbai,120.31,01/26/2026,NULL,NULL
SHO0128,DHL,06/03/2026,Pending,Delhi,Chennai,162.52,06/06/2026,NULL,NULL
SHO0129,FEDEX,02/06/2025,Pending,Pune,Hyderabad,185.19,09/02/2025,NULL,NULL
SHO0130,BLUEDART,03/17/2025,Delayed,Pune,Hyderabad,431.82,03/24/2025,03/30/2025,NULL
SHO0134,BLUEDART,03/09/2025,Pending,Bangalore,Pune,74.01,10/09/2025,NULL,NULL
SHO0135,FEDEX,02/02/2024,Pending,Hyderabad,Delhi,469.96,02/04/2024,NULL,NULL
SHO0137,BLUEDART,09/16/2025,Pending,Bangalore,Delhi,31.51,NULL,NULL,NULL
SHO0138,FEDEX,12/23/2024,Pending,Delhi,Chennai,461.55,12/30/2024,NULL,NULL
SHO0140,BLUEDART,02/21/2024,Delivered,Hyderabad,Delhi,445.01,02/24/2024,02/25/2024,1
SHO0144,DHL,03/20/2026,In Transit,Bangalore,Delhi,249.31,NULL,NULL,NULL
SHO0149,BLUEDART,03/04/2024,Pending,Chennai,Mumbai,178.38,04/05/2024,NULL,NULL
SHO0150,FEDEX,02/02/2026,In Transit,Delhi,Pune,255.42,02/04/2026,NULL,NULL
SHO0151,FEDEX,02/26/2026,Delayed,Mumbai,Hyderabad,364.18,05/03/2026,12/03/2026,NULL
SHO0154,DHL,02/04/2024,Pending,Pune,Bangalore,266.72,02/11/2024,NULL,NULL
SHO0155,BLUEDART,04/15/2026,Delivered,Delhi,Hyderabad,254.14,04/21/2026,04/24/2026,3
SHO0157,BLUEDART,05/19/2026,In Transit,Mumbai,Hyderabad,94.43,05/26/2026,NULL,NULL
SHO0159,BLUEDART,08/10/2024,Pending,Bangalore,Chennai,41.16,08/14/2024,NULL,NULL
SHO0166,BLUEDART,04/14/2026,In Transit,Chennai,Delhi,75.05,04/19/2026,NULL,NULL
SHO0169,DHL,07/31/2024,Pending,Delhi,Pune,3.63,08/07/2024,NULL,NULL
SHO0170,FEDEX,03/20/2026,Delivered,Bangalore,Hyderabad,340.01,03/26/2026,03/29/2026,3
SHO0174,FEDEX,12/01/2026,Pending,Mumbai,Pune,445.02,NULL,NULL,NULL
SHO0179,FEDEX,08/19/2025,In Transit,Chennai,Mumbai,229.93,NULL,NULL,NULL
SHO0181,FEDEX,04/19/2025,Delivered,Delhi,Chennai,314.14,04/26/2025,04/26/2025,0
SHO0182,FEDEX,03/14/2026,In Transit,Delhi,Chennai,222.25,03/18/2026,NULL,NULL
SHO0189,DHL,08/10/2024,In Transit,Delhi,Pune,231.81,11/10/2024,NULL,NULL
SHO0192,BLUEDART,07/05/2025,Delayed,Delhi,Bangalore,107.72,12/07/2025,07/17/2025,NULL
SHO0195,BLUEDART,10/12/2025,Delivered,Pune,Chennai,324.43,10/14/2025,10/18/2025,4
SHO0196,FEDEX,02/17/2024,Delayed,Bangalore,Pune,283.18,02/22/2024,02/23/2024,NULL
SHO0201,DHL,12/25/2024,In Transit,Chennai,Mumbai,102.41,12/28/2024,NULL,NULL
SHO0203,FEDEX,03/13/2024,Pending,Bangalore,Chennai,435.46,03/15/2024,NULL,NULL
SHO0210,BLUEDART,08/17/2024,In Transit,Bangalore,Mumbai,63.99,08/24/2024,NULL,NULL
SHO0211,BLUEDART,03/11/2024,Pending,Pune,Chennai,422.3,03/15/2024,NULL,NULL
SHO0215,FEDEX,11/21/2024,Pending,Bangalore,Delhi,77.73,11/23/2024,NULL,NULL
SHO0216,BLUEDART,04/07/2025,In Transit,Delhi,Hyderabad,188.74,04/09/2025,NULL,NULL
SHO0217,DHL,12/30/2024,In Transit,Pune,Delhi,217.81,01/06/2025,NULL,NULL
SHO0218,DHL,04/03/2026,Delivered,Mumbai,Pune,1.08,04/05/2026,04/03/2026,0
SHO0219,DHL,07/21/2024,Delivered,Pune,Hyderabad,177.19,07/24/2024,07/23/2024,0
SHO0220,FEDEX,06/25/2024,In Transit,Bangalore,Mumbai,44.54,06/28/2024,NULL,NULL
SHO0221,BLUEDART,03/30/2024,In Transit,Mumbai,Pune,142.15,NULL,NULL,NULL
SHO0223,FEDEX,02/24/2026,Pending,Chennai,Delhi,499.77,02/27/2026,NULL,NULL
SHO0226,FEDEX,04/05/2026,Delayed,Chennai,Hyderabad,117.64,04/08/2026,04/14/2026,NULL
SHO0227,FEDEX,08/23/2025,Delayed,Bangalore,Mumbai,115.21,NULL,08/30/2025,NULL
SHO0228,BLUEDART,11/12/2025,Pending,Delhi,Hyderabad,392.38,NULL,NULL,NULL
SHO0229,BLUEDART,09/08/2025,In Transit,Pune,Delhi,454.2,NULL,NULL,NULL
SHO0231,FEDEX,06/19/2024,In Transit,Bangalore,Mumbai,205.99,NULL,NULL,NULL
SHO0233,FEDEX,03/17/2025,Delivered,Bangalore,Pune,15.7,03/22/2025,03/22/2025,0
SHO0234,FEDEX,04/08/2024,Delayed,Delhi,Hyderabad,147.88,NULL,04/22/2024,NULL
SHO0235,DHL,03/24/2024,Pending,Hyderabad,Mumbai,409.39,03/28/2024,NULL,NULL
SHO0236,FEDEX,02/15/2024,In Transit,Hyderabad,Chennai,175.05,02/19/2024,NULL,NULL
SHO0238,BLUEDART,11/24/2025,Pending,Chennai,Bangalore,5.52,11/29/2025,NULL,NULL
SHO0242,FEDEX,02/20/2024,Delivered,Bangalore,Hyderabad,195.63,02/24/2024,02/27/2024,3
SHO0243,FEDEX,03/03/2026,Accepted,Bangalore,Mumbai,106.1,10/03/2026,NULL,NULL
SHO0248,DHL,09/14/2025,Delivered,Hyderabad,Mumbai,466.94,09/21/2025,09/23/2025,2
SHO0250,BLUEDART,02/06/2024,Pending,Delhi,Hyderabad,363.98,04/06/2024,NULL,NULL
SHO0251,FEDEX,01/24/2026,Delayed,Mumbai,Chennai,258.15,NULL,NULL,NULL
SHO0253,DHL,02/01/2026,Accepted,Delhi,Hyderabad,98.11,02/05/2026,NULL,NULL
SHO0258,FEDEX,09/02/2025,Pending,Mumbai,Bangalore,115.94,09/09/2025,NULL,NULL
SHO0261,DHL,08/11/2025,Delayed,Delhi,Chennai,304.24,NULL,11/22/2025,NULL
SHO0263,DHL,04/23/2024,Accepted,Pune,Hyderabad,253.01,04/28/2024,NULL,NULL
SHO0266,BLUEDART,10/26/2025,Delivered,Mumbai,Chennai,16.73,10/29/2025,10/27/2025,0
SHO0269,DHL,02/25/2024,Delayed,Chennai,Bangalore,293.17,02/28/2024,03/08/2024,NULL
SHO0272,DHL,05/12/2024,Pending,Hyderabad,Chennai,365.1,NULL,NULL,NULL
SHO0273,BLUEDART,06/18/2025,In Transit,Delhi,Bangalore,327.22,06/20/2025,NULL,NULL
SHO0276,BLUEDART,09/15/2025,Delivered,Mumbai,Chennai,362.18,09/19/2025,09/23/2025,4
SHO0279,DHL,01/26/2024,In Transit,Chennai,Pune,4.29,02/02/2024,NULL,NULL
SHO0280,FEDEX,03/02/2024,In Transit,Hyderabad,Bangalore,392.14,NULL,NULL,NULL
SHO0282,DHL,02/12/2026,Pending,Bangalore,Delhi,237.04,NULL,NULL,NULL
SHO0283,BLUEDART,02/11/2024,In Transit,Pune,Chennai,81.89,02/15/2024,NULL,NULL
SHO0284,FEDEX,03/03/2026,Delivered,Chennai,Pune,277.05,10/03/2026,12/03/2026,61
SHO0285,BLUEDART,07/10/2025,Pending,Hyderabad,Chennai,153.98,07/14/2025,NULL,NULL
SHO0287,BLUEDART,04/02/2026,Pending,Delhi,Bangalore,178.42,NULL,NULL,NULL
SHO0288,DHL,08/03/2024,Delivered,Bangalore,Pune,285.12,08/06/2024,10/08/2024,63
SHO0289,BLUEDART,04/15/2025,Delivered,Hyderabad,Pune,112.39,04/17/2025,04/16/2025,0
SHO0291,DHL,01/25/2025,In Transit,Delhi,Chennai,396.83,01/27/2025,NULL,NULL
SHO0292,DHL,01/12/2024,Pending,Delhi,Mumbai,427.36,NULL,NULL,NULL
SHO0294,BLUEDART,03/15/2024,In Transit,Mumbai,Bangalore,309.58,03/19/2024,NULL,NULL
SHO0300,DHL,01/02/2025,Delayed,Bangalore,Mumbai,46.92,01/07/2025,01/11/2025,NULL
SHO0302,BLUEDART,08/16/2024,Pending,Delhi,Chennai,155.39,08/20/2024,NULL,NULL
SHO0309,BLUEDART,03/11/2025,Delayed,Chennai,Pune,67.62,NULL,NULL,NULL
SHO0312,BLUEDART,04/02/2025,Delivered,Pune,Delhi,325.6,05/04/2025,04/04/2025,0
SHO0313,BLUEDART,04/23/2026,Accepted,Pune,Hyderabad,193.57,04/29/2026,05/06/2026,NULL
SHO0314,BLUEDART,02/28/2024,Delivered,Delhi,Bangalore,395.73,03/06/2024,03/11/2024,5
SHO0316,DHL,10/18/2024,Delivered,Pune,Bangalore,401.26,10/24/2024,10/27/2024,3
SHO0318,DHL,11/28/2025,Pending,Delhi,Chennai,439.98,11/30/2025,NULL,NULL
SHO0319,FEDEX,07/02/2025,Delayed,Delhi,Bangalore,326.47,07/06/2025,10/07/2025,NULL
SHO0322,DHL,02/11/2025,In Transit,Chennai,Delhi,355.1,NULL,NULL,NULL
SHO0323,DHL,12/16/2025,Pending,Mumbai,Pune,186.84,12/23/2025,NULL,NULL
SHO0324,FEDEX,04/27/2025,Pending,Hyderabad,Mumbai,119.0,04/30/2025,NULL,NULL
SHO0325,DHL,04/13/2026,Delayed,Chennai,Hyderabad,338.07,04/16/2026,04/25/2026,NULL
SHO0326,BLUEDART,01/07/2026,In Transit,Chennai,Bangalore,375.49,11/01/2026,NULL,NULL
SHO0327,BLUEDART,01/02/2026,Accepted,Pune,Chennai,70.67,05/02/2026,NULL,NULL
SHO0329,DHL,03/07/2025,Delivered,Hyderabad,Mumbai,275.14,03/12/2025,03/11/2025,0
SHO0330,FEDEX,06/17/2025,Pending,Delhi,Bangalore,160.11,06/20/2025,NULL,NULL
SHO0331,DHL,06/18/2026,Pending,Pune,Hyderabad,238.09,NULL,NULL,NULL
SHO0332,FEDEX,01/25/2026,In Transit,Hyderabad,Delhi,177.03,NULL,NULL,NULL
SHO0333,BLUEDART,03/31/2025,Delayed,Delhi,Bangalore,482.33,07/04/2025,NULL,NULL
SHO0335,DHL,02/12/2026,Pending,Bangalore,Mumbai,93.77,NULL,NULL,NULL
SHO0336,DHL,04/28/2026,In Transit,Bangalore,Mumbai,47.94,NULL,NULL,NULL
SHO0337,BLUEDART,02/26/2025,In Transit,Chennai,Delhi,415.02,03/01/2025,NULL,NULL
SHO0341,FEDEX,01/02/2026,Pending,Hyderabad,Pune,222.14,NULL,NULL,NULL
SHO0342,FEDEX,06/20/2024,Delivered,Delhi,Pune,80.14,06/22/2024,06/26/2024,4
SHO0344,FEDEX,01/22/2024,Delivered,Mumbai,Hyderabad,139.11,01/29/2024,01/29/2024,0
SHO0345,FEDEX,10/08/2024,Accepted,Bangalore,Mumbai,402.18,10/14/2024,NULL,NULL
SHO0346,BLUEDART,06/23/2026,Delayed,Mumbai,Hyderabad,279.45,06/27/2026,NULL,NULL
SHO0349,BLUEDART,04/24/2025,Accepted,Mumbai,Pune,290.57,NULL,05/02/2025,NULL
SHO0350,BLUEDART,01/12/2026,In Transit,Pune,Hyderabad,228.36,NULL,NULL,NULL
SHO0351,BLUEDART,11/21/2025,Pending,Chennai,Delhi,327.48,11/26/2025,NULL,NULL
SHO0352,FEDEX,11/28/2024,Accepted,Delhi,Bangalore,135.6,NULL,NULL,NULL
SHO0354,BLUEDART,06/07/2025,Pending,Delhi,Bangalore,250.99,NULL,NULL,NULL
SHO0355,FEDEX,02/13/2025,Pending,Pune,Bangalore,452.37,NULL,NULL,NULL
SHO0356,DHL,02/08/2024,Delivered,Chennai,Delhi,388.84,02/13/2024,02/12/2024,0
SHO0358,FEDEX,05/31/2025,Accepted,Chennai,Bangalore,48.81,06/04/2025,06/11/2025,NULL
SHO0360,FEDEX,04/01/2024,Delayed,Bangalore,Chennai,309.61,04/06/2024,04/12/2024,NULL
SHO0363,DHL,01/20/2025,Pending,Bangalore,Pune,445.5,01/26/2025,NULL,NULL
SHO0364,DHL,11/07/2025,In Transit,Pune,Chennai,304.53,NULL,NULL,NULL
SHO0367,DHL,08/18/2024,Delayed,Chennai,Delhi,118.24,NULL,08/26/2024,NULL
SHO0371,BLUEDART,08/24/2024,Pending,Chennai,Bangalore,54.67,08/31/2024,NULL,NULL
SHO0372,DHL,04/30/2025,Delayed,Mumbai,Chennai,15.0,05/03/2025,05/04/2025,NULL
SHO0373,FEDEX,05/12/2025,In Transit,Chennai,Mumbai,422.73,08/12/2025,NULL,NULL
SHO0375,BLUEDART,10/25/2024,Pending,Pune,Delhi,150.86,10/29/2024,NULL,NULL
SHO0377,DHL,09/13/2024,In Transit,Mumbai,Pune,321.2,NULL,NULL,NULL
SHO0378,BLUEDART,06/12/2024,In Transit,Chennai,Bangalore,239.2,06/14/2024,NULL,NULL
SHO0379,FEDEX,01/17/2026,Accepted,Delhi,Mumbai,477.36,NULL,01/21/2026,NULL
SHO0386,FEDEX,12/07/2024,In Transit,Mumbai,Pune,245.04,12/14/2024,NULL,NULL
SHO0388,DHL,10/04/2025,Pending,Mumbai,Hyderabad,437.39,10/10/2025,NULL,NULL
SHO0389,FEDEX,01/20/2024,Accepted,Chennai,Bangalore,254.89,01/24/2024,NULL,NULL
SHO0394,BLUEDART,01/06/2024,Delayed,Pune,Mumbai,78.71,03/06/2024,06/13/2024,NULL
SHO0395,DHL,11/14/2024,Pending,Hyderabad,Pune,437.5,11/20/2024,NULL,NULL
SHO0398,BLUEDART,02/05/2025,Delayed,Delhi,Mumbai,325.78,NULL,02/18/2025,NULL
SHO0399,BLUEDART,06/04/2025,Delayed,Chennai,Hyderabad,155.3,11/06/2025,NULL,NULL
SHO0409,FEDEX,03/21/2024,Pending,Mumbai,Bangalore,436.15,03/23/2024,NULL,NULL
SHO0412,FEDEX,09/22/2025,In Transit,Delhi,Hyderabad,79.63,NULL,NULL,NULL
SHO0413,FEDEX,05/11/2025,Delayed,Bangalore,Hyderabad,383.64,05/13/2025,NULL,NULL
SHO0414,FEDEX,08/03/2024,Pending,Bangalore,Hyderabad,345.93,NULL,NULL,NULL
SHO0416,DHL,05/14/2026,In Transit,Chennai,Delhi,274.08,05/21/2026,NULL,NULL
SHO0420,FEDEX,09/20/2024,Delayed,Mumbai,Delhi,372.82,09/24/2024,09/25/2024,NULL
SHO0422,FEDEX,06/01/2024,Accepted,Pune,Chennai,291.39,06/03/2024,NULL,NULL
SHO0424,BLUEDART,01/07/2025,Accepted,Pune,Mumbai,477.34,07/03/2025,NULL,NULL
SHO0425,DHL,05/13/2025,Delayed,Bangalore,Delhi,433.42,NULL,05/22/2025,NULL
SHO0426,FEDEX,01/17/2024,Delayed,Chennai,Mumbai,116.79,01/21/2024,01/22/2024,NULL
SHO0428,DHL,06/23/2024,Accepted,Mumbai,Bangalore,262.8,06/25/2024,NULL,NULL
SHO0429,BLUEDART,11/28/2024,Delayed,Bangalore,Mumbai,485.99,12/04/2024,12/13/2024,NULL
SHO0433,BLUEDART,04/20/2025,Delivered,Chennai,Hyderabad,283.35,04/23/2025,04/25/2025,2
SHO0436,FEDEX,08/13/2024,Delayed,Hyderabad,Chennai,193.17,08/18/2024,08/19/2024,NULL
SHO0437,FEDEX,05/10/2024,Delayed,Hyderabad,Mumbai,321.48,05/12/2024,05/17/2024,NULL
SHO0438,BLUEDART,08/14/2025,Pending,Chennai,Hyderabad,415.9,NULL,NULL,NULL
SHO0445,DHL,09/30/2024,Pending,Delhi,Mumbai,314.53,10/04/2024,NULL,NULL
SHO0446,BLUEDART,09/27/2025,In Transit,Delhi,Chennai,383.94,10/04/2025,NULL,NULL
SHO0452,DHL,02/25/2026,Delayed,Mumbai,Chennai,469.72,NULL,04/03/2026,NULL
SHO0456,FEDEX,11/11/2024,Pending,Delhi,Mumbai,427.1,NULL,NULL,NULL
SHO0457,FEDEX,05/22/2024,Accepted,Bangalore,Mumbai,260.56,05/24/2024,NULL,NULL
SHO0459,FEDEX,05/20/2025,Pending,Chennai,Delhi,349.12,05/23/2025,NULL,NULL
SHO0460,FEDEX,05/18/2025,Delivered,Mumbai,Hyderabad,293.98,05/20/2025,05/19/2025,0
SHO0463,BLUEDART,12/02/2025,Delivered,Delhi,Mumbai,319.24,12/04/2025,12/07/2025,3
SHO0464,DHL,01/05/2026,In Transit,Chennai,Hyderabad,381.16,NULL,NULL,NULL
SHO0465,FEDEX,04/18/2026,Delayed,Pune,Hyderabad,455.58,NULL,04/29/2026,NULL
SHO0466,FEDEX,08/15/2024,Delayed,Pune,Hyderabad,416.95,08/18/2024,08/22/2024,NULL
SHO0468,BLUEDART,07/23/2024,Delayed,Hyderabad,Bangalore,308.95,NULL,07/27/2024,NULL
SHO0469,BLUEDART,04/19/2026,Pending,Pune,Hyderabad,362.68,NULL,NULL,NULL
SHO0470,DHL,01/10/2025,Delivered,Chennai,Mumbai,261.84,01/15/2025,01/14/2025,0
SHO0473,BLUEDART,03/24/2025,Pending,Pune,Chennai,301.96,03/26/2025,NULL,NULL
SHO0474,FEDEX,07/24/2024,Pending,Hyderabad,Mumbai,409.54,07/29/2024,NULL,NULL
SHO0475,BLUEDART,02/05/2025,Delivered,Mumbai,Delhi,269.84,05/07/2025,05/12/2025,5
SHO0479,BLUEDART,08/08/2025,Pending,Bangalore,Chennai,196.03,08/11/2025,NULL,NULL
SHO0483,BLUEDART,05/23/2025,Pending,Hyderabad,Mumbai,390.65,05/30/2025,NULL,NULL
SHO0485,BLUEDART,08/02/2024,In Transit,Mumbai,Chennai,381.48,09/08/2024,NULL,NULL
SHO0486,FEDEX,03/07/2024,Delayed,Bangalore,Chennai,284.15,09/07/2024,07/12/2024,NULL
SHO0487,FEDEX,06/18/2025,In Transit,Chennai,Pune,131.28,06/21/2025,NULL,NULL
SHO0488,BLUEDART,09/30/2024,Accepted,Hyderabad,Chennai,86.49,NULL,NULL,NULL
SHO0489,FEDEX,03/22/2025,In Transit,Mumbai,Bangalore,295.21,03/24/2025,NULL,NULL
SHO0495,FEDEX,01/07/2025,Accepted,Bangalore,Pune,57.1,07/06/2025,NULL,NULL
SHO0498,DHL,10/07/2025,Pending,Pune,Delhi,378.79,10/10/2025,NULL,NULL
SHO0499,BLUEDART,03/12/2025,In Transit,Hyderabad,Bangalore,379.73,07/12/2025,NULL,NULL
SHO0500,DHL,07/05/2024,In Transit,Mumbai,Delhi,428.31,07/11/2024,NULL,NULL
SHO0501,DHL,02/20/2024,In Transit,Delhi,Hyderabad,278.44,02/26/2024,NULL,NULL
SHO0502,FEDEX,05/01/2024,In Transit,Bangalore,Mumbai,333.87,05/04/2024,NULL,NULL
SHO0504,DHL,04/12/2025,In Transit,Delhi,Chennai,333.73,NULL,NULL,NULL
SHO0506,FEDEX,05/19/2025,In Transit,Hyderabad,Bangalore,429.18,05/22/2025,NULL,NULL
SHO0508,BLUEDART,02/24/2024,In Transit,Bangalore,Mumbai,6.2,02/27/2024,NULL,NULL
SHO0509,FEDEX,05/11/2025,Pending,Delhi,Bangalore,205.93,05/18/2025,NULL,NULL
SHO0510,BLUEDART,05/08/2024,Pending,Bangalore,Chennai,498.84,07/08/2024,NULL,NULL
SHO0511,FEDEX,02/07/2025,In Transit,Bangalore,Pune,262.4,NULL,NULL,NULL
SHO0513,BLUEDART,04/04/2024,In Transit,Chennai,Mumbai,68.0,NULL,NULL,NULL
SHO0516,FEDEX,03/26/2024,In Transit,Chennai,Bangalore,191.57,03/28/2024,NULL,NULL
SHO0523,BLUEDART,01/03/2025,Accepted,Bangalore,Mumbai,207.51,NULL,NULL,NULL
SHO0524,BLUEDART,01/01/2026,Delayed,Mumbai,Hyderabad,226.42,06/01/2026,01/16/2026,NULL
SHO0525,FEDEX,01/22/2024,Delayed,Bangalore,Mumbai,87.05,01/25/2024,02/02/2024,NULL
SHO0527,FEDEX,05/20/2025,In Transit,Pune,Chennai,56.14,05/26/2025,NULL,NULL
SHO0531,DHL,03/25/2025,In Transit,Pune,Delhi,366.15,03/27/2025,NULL,NULL
SHO0538,FEDEX,08/02/2025,Delivered,Hyderabad,Bangalore,438.72,08/09/2025,08/10/2025,1
SHO0539,DHL,08/19/2025,In Transit,Delhi,Bangalore,397.25,08/23/2025,NULL,NULL
SHO0543,DHL,03/07/2025,Delayed,Hyderabad,Bangalore,463.36,03/11/2025,NULL,NULL
SHO0545,FEDEX,11/11/2025,Pending,Pune,Bangalore,157.58,11/14/2025,NULL,NULL
SHO0547,FEDEX,05/03/2024,Delivered,Chennai,Pune,462.99,05/06/2024,05/04/2024,0
SHO0551,BLUEDART,10/02/2024,Pending,Hyderabad,Pune,478.82,10/09/2024,NULL,NULL
SHO0558,DHL,02/15/2026,In Transit,Hyderabad,Pune,314.72,02/22/2026,NULL,NULL
SHO0561,BLUEDART,09/21/2025,In Transit,Bangalore,Chennai,314.79,09/26/2025,NULL,NULL
SHO0564,BLUEDART,09/10/2024,Delayed,Delhi,Mumbai,194.67,NULL,09/15/2024,NULL
SHO0565,DHL,01/21/2025,In Transit,Pune,Hyderabad,436.25,01/28/2025,NULL,NULL
SHO0569,BLUEDART,08/20/2025,Pending,Delhi,Mumbai,369.79,08/23/2025,NULL,NULL
SHO0571,BLUEDART,09/22/2025,In Transit,Chennai,Delhi,162.84,09/25/2025,NULL,NULL
SHO0573,DHL,03/26/2025,In Transit,Hyderabad,Mumbai,286.17,03/30/2025,NULL,NULL
SHO0575,FEDEX,06/23/2025,Delivered,Bangalore,Hyderabad,498.66,06/28/2025,06/27/2025,0
SHO0576,DHL,08/24/2025,In Transit,Pune,Bangalore,415.57,08/28/2025,NULL,NULL
SHO0577,FEDEX,03/14/2026,Pending,Hyderabad,Pune,378.78,03/20/2026,NULL,NULL
SHO0579,DHL,11/09/2024,In Transit,Mumbai,Hyderabad,435.45,11/15/2024,NULL,NULL
SHO0582,DHL,09/13/2024,In Transit,Bangalore,Delhi,352.22,09/20/2024,NULL,NULL
SHO0583,DHL,04/22/2026,In Transit,Delhi,Mumbai,374.21,NULL,NULL,NULL
